id,object_name,chain,object_type,address,number
26882,РЕСТОРАН ГОСТИНИЦЫ «ДАНИЛОВСКАЯ»,нет,ресторан,"город Москва, Большой Староданиловский переулок, дом 5",200
25697,ГОСТИНИЦА «ДАНИЛОВСКАЯ» КОФЕЙНЯ,нет,кафе,"город Москва, Большой Староданиловский переулок, дом 5",20
23725,Кафе «Макдоналдс»,да,кафе,"город Москва, Каширское шоссе, дом 61/15",55
110696,Кафе «Зефир»,нет,кафе,"город Москва, 1-й Дорожный проезд, дом 1",110
28347,Комбинат хлебопродуктов,нет,столовая,"город Москва, 6-я Радиальная улица, дом 7",30
140597,Пипл Паста,нет,ресторан,"город Москва, Дербеневская набережная, дом 7, строение 8",50
23584,Кафе «Шарманка»,нет,кафе,"город Москва, Бирюлёвская улица, дом 31А",40
28522,Руспицца,нет,кафе,"город Москва, Варшавское шоссе, дом 125, строение 3",46
74990,Кафе «Сахара»,нет,кафе,"город Москва, 26-й километр Московской Кольцевой Автодороги, владение 6",50
71261,Кафе «Загорье»,нет,кафе,"город Москва, 28-й километр Московской Кольцевой Автодороги, владение 7",48
130360,Диско-бар «Гриль Холл»,нет,бар,"город Москва, Холодильный переулок, дом 3",150
29579,ШКОЛА 675,нет,столовая,"город Москва, Мытная улица, дом 50, корпус 3",120
142382,Донер-кебаб,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 108, корпус 1",0
71433,Кафе,нет,кафе,"город Москва, Воронежская улица, дом 13",24
142879,СушиШоп,да,магазин (отдел кулинарии),"город Москва, Елецкая улица, дом 17",12
142880,Донер-кебаб,нет,предприятие быстрого обслуживания,"город Москва, Елецкая улица, дом 17",0
69864,Ресторан «Бакинский бульвар»,да,ресторан,"город Москва, 19-й километр Московской Кольцевой Автодороги, владение 6А",98
52524,Бакинский бульвар,да,ресторан,"город Москва, проспект Андропова, владение 21А",240
70727,Предприятие быстрого обслуживания «Бургер Кинг»,да,предприятие быстрого обслуживания,"город Москва, Балаклавский проспект, дом 5А",73
147571,Предприятие быстрого обслуживания «Домино'с Пицца»,да,предприятие быстрого обслуживания,"город Москва, Балаклавский проспект, дом 5А",24
25662,Кофейня «Шоколадница»,да,кафе,"город Москва, Балаклавский проспект, дом 5А",64
20860,Буфет «Панджшер»,нет,буфет,"город Москва, Сумской проезд, дом 8, корпус 3, строение 1",12
143702,Столовая,нет,столовая,"город Москва, 2-й Котляковский переулок, дом 1, строение 35",40
21919,Комбинат питания - «Столовая Левада»,нет,столовая,"город Москва, Балаклавский проспект, дом 33",48
144633,Газпромнефть,нет,предприятие быстрого обслуживания,"город Москва, улица Садовники, владение 11Б",4
125437,Домино'с Пицца,да,кафе,"город Москва, Ореховый бульвар, дом 45, корпус 1",19
152402,Кафе «Прайм Стар»,да,кафе,"город Москва, Дербеневская набережная, дом 7, строение 17",50
26883,Чешский ресторан Стражек,нет,ресторан,"город Москва, улица Мастеркова, дом 8",96
24554,ГОРОД ВЕТРОВ,нет,кафе,"город Москва, Ореховый проезд, дом 33, строение 3",72
68410,Кафе «SUBWAY»,да,предприятие быстрого обслуживания,"город Москва, Нагатинская улица, владение 2А",15
29432,МФЮА «НАНО ФРЕШ»,нет,столовая,"город Москва, Варшавское шоссе, дом 81, корпус 2",36
69949,Кафе «Хинкальная»,да,кафе,"город Москва, Пролетарский проспект, владение 23А",60
28353,Столовая «Полисервис-МЗП»,нет,столовая,"город Москва, Каширское шоссе, дом 49",292
28585,Столовая «Школа 2000 КДП»,нет,столовая,"город Москва, Кантемировская улица, дом 22, корпус 6",186
23588,КАФЕ «Шамкир»,нет,кафе,"город Москва, Востряковский проезд, дом 23, корпус 2, строение 2",40
144507,Шаурма на углях,нет,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 25А, строение 2",4
152594,Бар «Боливар»,нет,ресторан,"город Москва, 1-й Автозаводский проезд, дом 4, корпус 1",90
87133,Кофейня «Шоколадница»,да,кафе,"город Москва, Кировоградская улица, дом 14",46
151646,Предприятие быстрого обслуживания «Бургер Кинг»,да,предприятие быстрого обслуживания,"город Москва, Кировоградская улица, дом 14",24
24573,Предприятие быстрого обслуживания «Теремок»,да,предприятие быстрого обслуживания,"город Москва, Кировоградская улица, дом 14",48
23755,Предприятие быстрого обслуживания «Макдоналдс»,да,предприятие быстрого обслуживания,"город Москва, Кировоградская улица, дом 14",46
20717,Предприятие быстрого обслуживания «Бенто WOK»,да,предприятие быстрого обслуживания,"город Москва, Кировоградская улица, дом 14",24
20792,Предприятие быстрого обслуживания «KFC»,да,предприятие быстрого обслуживания,"город Москва, Кировоградская улица, дом 14",30
29758,СЕЗАМ,нет,кафе,"город Москва, Варшавское шоссе, дом 30, корпус 2",40
146758,Кафе «Хинкальная»,нет,бар,"город Москва, Касимовская улица, дом 4",48
141580,Кафе «Star hit Cafe»,нет,кафе,"город Москва, Дербеневская набережная, дом 7, строение 22",40
141483,Кафетерий «Кухня. Всегда готово»,нет,кафетерий,"город Москва, Дербеневская набережная, дом 7, строение 22",0
141472,Ланч-буфет «Апельсин»,нет,столовая,"город Москва, Дербеневская набережная, дом 7, строение 22",100
152405,Столовая,нет,столовая,"город Москва, Дербеневская набережная, дом 7, строение 22",20
28124,МПО ЭЛЕКТРОТЕХНИКА,нет,столовая,"город Москва, Каширское шоссе, дом 1, строение 3",80
21640,Кафе,нет,кафе,"город Москва, Варшавское шоссе, владение 129Г",12
84314,Столовая в БЦ «Южный парк»,нет,столовая,"город Москва, улица Кирпичные Выемки, владение 2, строение 1",21
23619,Кафе Восточное Бистро,нет,кафе,"город Москва, улица Вавилова, дом 5Б, строение 3",28
28967,ШКОЛА 2001 «КДП»,нет,столовая,"город Москва, Харьковский проезд, дом 9Б",340
21547,Школа № 1257,нет,буфет,"город Москва, Павловская улица, дом 8А",70
23791,Кафе «Гусар»,нет,кафе,"город Москва, Чертановская улица, дом 32, строение 6",40
71400,Кафе «Нияма»,да,кафе,"город Москва, Ореховый бульвар, дом 15, строение 1",20
73271,Кафе «Макдоналдс»,да,кафе,"город Москва, Ореховый бульвар, дом 15, строение 1",20
25510,Ресторан «Панорама»,нет,ресторан,"город Москва, Балаклавский проспект, дом 9",350
26259,Усадьба Принца,нет,ресторан,"город Москва, Каширское шоссе, дом 16, корпус 1",350
88413,Бургер клаб,да,предприятие быстрого обслуживания,"город Москва, Нагатинская улица, дом 16",16
88310,Кафе «Dan Cafe»,нет,предприятие быстрого обслуживания,"город Москва, Нагатинская улица, дом 16",16
157661,Суши Wok,да,кафе,"город Москва, Нагатинская улица, дом 16",22
132203,Кафе «Масленица»,нет,предприятие быстрого обслуживания,"город Москва, Нагатинская улица, дом 16",12
132211,Бородачи,нет,кафе,"город Москва, Нагатинская улица, дом 16",42
133387,Гороячие сосиски,нет,кафе,"город Москва, Каширское шоссе, дом 61, корпус 3А",15
136964,Кафе «Кофе Хаус»,да,кафе,"город Москва, Каширское шоссе, дом 61, корпус 3А",75
136967,Кафе «Хинкальный Дом»,нет,кафе,"город Москва, Каширское шоссе, дом 61, корпус 3А",75
99400,Пит Стоп,нет,кафе,"город Москва, Каширское шоссе, дом 61, корпус 3А",40
97577,Кафе,нет,кафе,"город Москва, Каширское шоссе, дом 61, корпус 3А",10
87069,Домашняя кухня,нет,кафе,"город Москва, Каширское шоссе, дом 61, корпус 3А",5
25632,Кафе при АЗС «BP»,да,кафе,"город Москва, Загородное шоссе, владение 2Б",12
153440,Пекарня,нет,предприятие быстрого обслуживания,"город Москва, Кантемировская улица, дом 47",0
70165,Кафе «Пицца Фабрика»,да,кафе,"город Москва, Кантемировская улица, дом 47",40
143849,Предприятие быстрого обслуживания «Макдоналдс»,да,предприятие быстрого обслуживания,"город Москва, Кантемировская улица, дом 47",90
158170,Кафе «Лихие 90»,нет,кафе,"город Москва, Автозаводская улица, дом 17, корпус 1",80
127901,Ресторан в Отеле «Best Seasons»,нет,ресторан,"город Москва, Автозаводская улица, дом 19, корпус 1",70
25438,Маки-Маки,да,ресторан,"город Москва, проспект Андропова, дом 36",49
20393,Планета Боулинг,нет,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 36",30
21648,ПЕТРОЛ КОМПЛЕКС ЭКВИПМЕНТ КАМПАНИ,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, владение 36А",20
70285,Пиццерия «Папа Джонс»,да,кафе,"город Москва, Чертановская улица, дом 12, корпус 1",50
129904,Кафе «Риоба»,нет,кафе,"город Москва, Дорожная улица, дом 1, корпус 1",6
22120,Кафе «LA PAUSA»,нет,кафе,"город Москва, Дорожная улица, дом 1, корпус 1",24
26263,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Коломенский проезд, дом 7Б",75
147435,Выпечка,нет,предприятие быстрого обслуживания,"город Москва, Шипиловский проезд, владение 39, корпус 3А",0
149350,Столовая,нет,столовая,"город Москва, Холодильный переулок, дом 6",20
149351,Кафетерий в автосалоне Вольво на Тульской,нет,кафетерий,"город Москва, Холодильный переулок, дом 6",12
144631,Лукойл,нет,предприятие быстрого обслуживания,"город Москва, Коломенский проезд, владение 3А",2
21294,СТОЛОВАЯ ПРИ СПОРТИВНО-ПЕДАГОГИЧЕСКОМ КОЛЛЕДЖЕ,нет,столовая,"город Москва, Кировоградская улица, дом 21, корпус 1",120
142479,Баскин Роббинс,да,предприятие быстрого обслуживания,"город Москва, Ореховый бульвар, дом 14, корпус 3",0
152146,Wokker,да,предприятие быстрого обслуживания,"город Москва, Ореховый бульвар, дом 14, корпус 3",0
88342,Теремок,да,закусочная,"город Москва, Ореховый бульвар, дом 14, корпус 3",25
88343,KFC,да,кафе,"город Москва, Ореховый бульвар, дом 14, корпус 3",35
88283,Бургер Кинг,да,закусочная,"город Москва, Ореховый бульвар, дом 14, корпус 3",10
23745,ЯКИТОРИЯ,да,кафе,"город Москва, Ореховый бульвар, дом 14, корпус 3",64
23727,Крошка Картошка,да,предприятие быстрого обслуживания,"город Москва, Ореховый бульвар, дом 14, корпус 3",13
23734,ШОКОЛАДНИЦА,да,кафе,"город Москва, Ореховый бульвар, дом 14, корпус 3",84
24564,БОРА-БОРА,нет,ресторан,"город Москва, Ореховый бульвар, дом 14, корпус 3",90
25634,БОРА-БОРА,нет,кафе,"город Москва, Ореховый бульвар, дом 14, корпус 3",75
23679,ИВЕРИЯ,нет,ресторан,"город Москва, Нагатинская набережная, дом 10, корпус 2",150
141491,Кафе «Рецептор»,нет,кафе,"город Москва, Дербеневская улица, дом 7, строение 12",60
150166,Столовая 1А,нет,столовая,"город Москва, Электролитный проезд, владение 1А",40
29314,Столовая «МГАВТ»,нет,столовая,"город Москва, Новоданиловская набережная, дом 2, корпус 1",200
21677,KFC,да,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 87Б",64
26887,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 87Б",64
28135,ЭЛЕКТРОМЕХАНИЧЕСКИЙ КОЛЛЕДЖ 55,нет,столовая,"город Москва, Судостроительная улица, дом 48",145
153066,Бистро 24,нет,предприятие быстрого обслуживания,"город Москва, Кожевническая улица, дом 20А, строение 1",4
119305,Столовая,нет,столовая,"город Москва, улица Подольских Курсантов, дом 26Б",40
155395,Хинкальный дом,нет,кафе,"город Москва, улица Подольских Курсантов, дом 3",80
28151,Столовая,нет,столовая,"город Москва, улица Подольских Курсантов, дом 3",48
29009,ШКОЛА 2016 КШП ЗАГОРЬЕ,нет,столовая,"город Москва, Чонгарский бульвар, дом 17",160
26583,АРИАНА,да,ресторан,"город Москва, Шипиловская улица, владение 39А",150
24555,Горячие ночи Востока,нет,ресторан,"город Москва, Ореховый бульвар, владение 31А",200
28152,МОСПРОМСТОЙ,нет,столовая,"город Москва, Дорожная улица, дом 3, корпус 19",150
29343,СТОЛОВАЯ ГИМНАЗИИ 1526,нет,столовая,"город Москва, Дорожная улица, дом 20А, строение 2",300
156598,Кафе «Суши Вок»,да,кафе,"город Москва, Бирюлёвская улица, дом 51, корпус 1",16
144643,Кафе «Бургер Кинг»,да,предприятие быстрого обслуживания,"город Москва, Бирюлёвская улица, дом 51, корпус 1",50
76734,Предприятие быстрого обслуживания при АЗС «Кафе»,нет,предприятие быстрого обслуживания,"город Москва, Кавказский бульвар, владение 49",5
152789,Домино'с Пицца,да,предприятие быстрого обслуживания,"город Москва, Пролетарский проспект, дом 2А",24
21636,Кафе «KFC»,да,предприятие быстрого обслуживания,"город Москва, Пролетарский проспект, дом 2А",70
26274,Кафе «Му-Му»,да,кафе,"город Москва, Балаклавский проспект, дом 7",280
27262,Ресторан «ДЖОРДЖИЯ»,нет,ресторан,"город Москва, Балаклавский проспект, дом 7",90
26947,Ресторан «БИРШТРАССЕ»,нет,ресторан,"город Москва, Балаклавский проспект, дом 7",92
25777,ПАПА ДЖОНС ПИЦЦА,да,кафе,"город Москва, улица Мусы Джалиля, владение 13А",60
143141,Закусочная «Бургер Кинг»,да,предприятие быстрого обслуживания,"город Москва, Бесединское шоссе, дом 15",10
143142,Закусочная «Теремок»,да,предприятие быстрого обслуживания,"город Москва, Бесединское шоссе, дом 15",10
20802,Бар «Суши»,нет,предприятие быстрого обслуживания,"город Москва, Бесединское шоссе, дом 15",10
20786,Закусочная «Крошка Картошка»,да,предприятие быстрого обслуживания,"город Москва, Бесединское шоссе, дом 15",10
27542,Столовая «ГОУ СОШ № 2017 КДП»,нет,столовая,"город Москва, улица Борисовские Пруды, дом 11, корпус 1",300
150427,Бургер Кинг,да,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 153",40
26260,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 12А",102
24572,Предприятие быстрого обслуживания «Макдоналдс»,да,предприятие быстрого обслуживания,"город Москва, Кировоградская улица, дом 9, корпус 4, строение 3",48
83281,Макдоналдс,да,кафе,"город Москва, Варшавское шоссе, дом 135Б",95
145082,Баффало,нет,кафе,"город Москва, Артековская улица, дом 1А",47
70623,Ресторан «Иль Патио»,да,ресторан,"город Москва, Варшавское шоссе, дом 97",110
23778,Предприятие быстрого обслуживания «Макдоналдс»,да,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 97",46
20793,Предприятие быстрого обслуживания «KFC»,да,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 97",46
127255,KFC,да,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 23",50
146744,Бар «Пивной Погребок»,нет,бар,"город Москва, Загорьевский проезд, дом 1",7
70625,Бар «КОФЕ»,нет,бар,"город Москва, Днепропетровская улица, дом 2",48
107408,Бар «КОНСЕШН БАР»,нет,бар,"город Москва, Днепропетровская улица, дом 2",0
20400,Спорт-бар «Космик»,да,бар,"город Москва, Днепропетровская улица, дом 2",150
23770,Ресторан «Космик»,да,ресторан,"город Москва, Днепропетровская улица, дом 2",100
23754,Ресторан японской кухни «Маки-Маки»,да,ресторан,"город Москва, Днепропетровская улица, дом 2",48
25562,Детское кафе «Космик»,да,кафе,"город Москва, Днепропетровская улица, дом 2",80
27137,Ресторан «Чайхона №1»,да,ресторан,"город Москва, Днепропетровская улица, дом 2",180
23733,ФЛОРЕНЦИЯ,нет,ресторан,"город Москва, Ясеневая улица, дом 41А",80
29332,ШКОЛА 420,нет,столовая,"город Москва, Шипиловская улица, дом 18, корпус 2",75
23700,Кафе ПРОНТО,да,кафе,"город Москва, улица Новинки, дом 12Б",188
20394,Казан Мангал,нет,кафе,"город Москва, улица Новинки, дом 12Б",45
143681,Кофе с собой,да,кафе,"город Москва, Дербеневская набережная, дом 11",0
143534,Столовая,нет,столовая,"город Москва, Дербеневская набережная, дом 11",300
143535,Кафе «PRIME»,нет,кафе,"город Москва, Дербеневская набережная, дом 11",30
143555,Кафе «Бонум»,нет,кафе,"город Москва, Дербеневская набережная, дом 11",40
21920,Бар «ВОРД КЛАСС»,нет,бар,"город Москва, Варшавское шоссе, дом 122А",28
119722,Кафе La Carotte,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 47, корпус 4",92
28988,Столовая «Школьная»,нет,столовая,"город Москва, улица Борисовские Пруды, дом 19, корпус 1",100
129145,Столовая (Автосалон),нет,столовая,"город Москва, проспект Андропова, дом 10А",72
137884,Кафе «Мясо на углях»,нет,кафе,"город Москва, Электролитный проезд, дом 10",18
137870,Кафе,нет,кафе,"город Москва, Электролитный проезд, дом 10, строение 5",30
27800,Столовая,нет,столовая,"город Москва, Кавказский бульвар, дом 57, сооружение 46",50
28147,ФГУП «МРТИ РАН»,нет,столовая,"город Москва, Варшавское шоссе, дом 132, сооружение 1",20
125604,Чайхона №1,да,ресторан,"город Москва, улица Симоновский Вал, дом 14Б",87
70726,Предприятие быстрого обслуживания «Бургер Кинг»,да,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 95, корпус 1",54
70631,Предприятие быстрого обслуживания «Ресторанный дворик»,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 95, корпус 1",180
155575,КАФЕ,нет,кафе,"город Москва, Варшавское шоссе, дом 95, корпус 1",46
25637,Кофейня «Кофе хаус»,да,кафе,"город Москва, Варшавское шоссе, дом 95, корпус 1",44
27729,Столовая «Вижн»,нет,столовая,"город Москва, Ленинский проспект, дом 15А",96
24553,Кафе «15 А»,нет,кафе,"город Москва, Ленинский проспект, дом 15А",80
26273,Ресторан «Бакинский бульвар»,да,ресторан,"город Москва, Балаклавский проспект, дом 11А",180
157577,Кафе «Три правила»,нет,кафе,"город Москва, Большая Тульская улица, дом 13",26
102079,KFC,да,предприятие быстрого обслуживания,"город Москва, Большая Тульская улица, дом 13",15
102151,Ванвок,да,кафе,"город Москва, Большая Тульская улица, дом 13",15
121357,Кафе «Икта»,нет,кафе,"город Москва, Ступинский проезд, владение 1Б",36
28149,САПФИР 1,нет,столовая,"город Москва, Варшавское шоссе, дом 127",500
81075,Столовая «ГринЛондон»,нет,столовая,"город Москва, 2-й Котляковский переулок, дом 1, строение 99",48
142859,Fan Zone,нет,закусочная,"город Москва, Кировоградская улица, дом 24А",56
138152,Якитория,да,ресторан,"город Москва, Кировоградская улица, дом 24А",60
127050,KFC,да,предприятие быстрого обслуживания,"город Москва, улица Красного Маяка, дом 2Б",20
60482,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, улица Красного Маяка, дом 2Б",40
60475,Кафе Султан,нет,кафе,"город Москва, улица Красного Маяка, дом 2Б",40
60491,Донер Кебаб Сели Поели,нет,кафе,"город Москва, улица Красного Маяка, дом 2Б",50
60430,Сварня,да,ресторан,"город Москва, улица Красного Маяка, дом 2Б",70
22160,Грузинский дворик,нет,ресторан,"город Москва, улица Красного Маяка, дом 2Б",40
24576,Теремок,да,кафе,"город Москва, улица Красного Маяка, дом 2Б",40
157008,Караоке-бар LOFT,нет,бар,"город Москва, Варшавское шоссе, дом 71, корпус 3",60
26946,Ресторан GRUT,нет,кафе,"город Москва, Шипиловская улица, дом 28А",36
150035,Выпечка,нет,закусочная,"город Москва, Касимовская улица, дом 22А",2
151017,Шаурма,нет,предприятие быстрого обслуживания,"город Москва, Дорожная улица, дом 30",0
24830,Кафе «Ильинка»,нет,кафе,"город Москва, Булатниковский проезд, дом 7",24
72650,Кафе «Фирма»,нет,кафе,"город Москва, Новоданиловская набережная, дом 10",60
28953,ЗАГОРЬЕ ГОУ СОШ 1426,нет,столовая,"город Москва, Загорьевская улица, дом 31",70
70046,Теремок,да,предприятие быстрого обслуживания,"город Москва, Ореховый бульвар, дом 22А",25
85825,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Ореховый бульвар, дом 22А",10
131159,Бургер Кинг,да,предприятие быстрого обслуживания,"город Москва, Ореховый бульвар, дом 22А",46
27307,Ресторан «Иль Патио»,да,кафе,"город Москва, Ореховый бульвар, дом 22А",30
27308,МАКИ-МАКИ,да,ресторан,"город Москва, Ореховый бульвар, дом 22А",80
27541,Столовая «Школа 639»,нет,столовая,"город Москва, улица Стасовой, дом 8",98
24552,Мидл Ист,нет,кафе,"город Москва, проспект Андропова, дом 8",8
84358,Шоколадница,да,кафе,"город Москва, проспект Андропова, дом 8",25
85317,KFC,да,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 8",15
85319,Фридом,нет,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 8",15
85339,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 8",20
85414,Крошка Картошка,да,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 8",15
85387,Вок Вэй,нет,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 8",10
85393,Иль Патио Планета Суши,да,ресторан,"город Москва, проспект Андропова, дом 8",160
85399,Теремок,да,предприятие быстрого обслуживания,"город Москва, проспект Андропова, дом 8",0
21159,Буфет «МЦБИ»,нет,буфет,"город Москва, Варшавское шоссе, дом 118, корпус 1",0
146684,Кальян-бар Shisha Room,нет,бар,"город Москва, Кустанайская улица, дом 8, корпус 3",25
70538,SushiWok,нет,предприятие быстрого обслуживания,"город Москва, Кустанайская улица, дом 8, корпус 3",0
158168,Солнце Плаза,нет,ресторан,"город Москва, Чертановская улица, дом 40, корпус 1",140
126328,Горячая лепешка,нет,предприятие быстрого обслуживания,"город Москва, Чертановская улица, дом 40, корпус 1",20
74113,Домино'с Пицца,да,предприятие быстрого обслуживания,"город Москва, Коломенская набережная, дом 14А",10
53126,Старбакс,да,предприятие быстрого обслуживания,"город Москва, Большая Тульская улица, дом 11",80
53050,Иль Патио,да,ресторан,"город Москва, Большая Тульская улица, дом 11",205
129476,Прайм стар,да,кафе,"город Москва, Большая Тульская улица, дом 11",30
146790,Кофетерий «Кондитерский дом Александра Селезнева»,нет,кафетерий,"город Москва, Большая Тульская улица, дом 11",8
149858,Шикари Иль Патио,да,бар,"город Москва, Большая Тульская улица, дом 11",11
26676,Грабли,да,ресторан,"город Москва, Большая Тульская улица, дом 11",200
27155,Ресторан «Тануки»,да,ресторан,"город Москва, Липецкая улица, дом 2, корпус 8",75
70241,Ресторан «Ёрш»,да,ресторан,"город Москва, Липецкая улица, дом 2, корпус 8",120
141685,Буфет «Апельсин»,нет,столовая,"город Москва, проспект Андропова, дом 18, корпус 1",250
153211,Кофейня «Твой кофе»,нет,кафе,"город Москва, Большая Тульская улица, дом 19",1
153069,Экспресс БИСТРО,нет,закусочная,"город Москва, Большая Тульская улица, дом 19",4
102462,Кафе Аюпов А.А.,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 19, корпус 2",15
102527,Кафе Соболев О.М.,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 19, корпус 2",5
102556,Кафе «Метиз»,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 19, корпус 2",47
131845,Кафе «Оптима»,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 19, корпус 2",5
131791,Кафе,нет,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 19, корпус 2",5
150451,Столовая «Фламинго»,нет,столовая,"город Москва, Дубининская улица, дом 57, строение 4",64
154292,Пекарня,нет,предприятие быстрого обслуживания,"город Москва, Россошанский проезд, дом 2А",2
151633,Кофейник«Капучино Лаб»,нет,кафе,"город Москва, улица Борисовские Пруды, дом 26",2
131583,Орехово Пицца,нет,кафе,"город Москва, улица Маршала Захарова, дом 2",30
140322,Кафе «Бургерим»,нет,предприятие быстрого обслуживания,"город Москва, улица Вавилова, дом 3",6
58190,Кафе «Марше Интернэшнл»,нет,предприятие быстрого обслуживания,"город Москва, улица Вавилова, дом 3",2
93559,Кафе «Данкин Донатс»,да,кафе,"город Москва, улица Вавилова, дом 3",7
92718,Ресторан «Бургер Кинг»,да,предприятие быстрого обслуживания,"город Москва, улица Вавилова, дом 3",30
92719,Кафе «Yummy MIX Salad Bar»,нет,предприятие быстрого обслуживания,"город Москва, улица Вавилова, дом 3",10
92746,Закусочная «Kebab Grill»,нет,закусочная,"город Москва, улица Вавилова, дом 3",30
92764,Кафе «Крошка Картошка»,да,предприятие быстрого обслуживания,"город Москва, улица Вавилова, дом 3",30
90880,Закусочная «KFC»,да,закусочная,"город Москва, улица Вавилова, дом 3",40
90881,Закусочная «Пицца Хат»,да,закусочная,"город Москва, улица Вавилова, дом 3",20
91643,Ресторан «Планета Суши»,да,ресторан,"город Москва, улица Вавилова, дом 3",220
91647,Ресторан «Иль Патио»,да,ресторан,"город Москва, улица Вавилова, дом 3",320
91649,Кафе «Costa coffee»,да,кафе,"город Москва, улица Вавилова, дом 3",20
27540,Столовая «Школа 566»,нет,столовая,"город Москва, Загородное шоссе, дом 8А",220
155785,Додо Пицца,да,кафе,"город Москва, Варшавское шоссе, дом 152А",6
141679,Кулинарная лавка«Два кренделя»,нет,кафе,"город Москва, проспект Андропова, дом 18, строение 5",40
28101,ОАО «ФАБЕРЛИК КОСМЕТИК»,нет,столовая,"город Москва, Никопольская улица, дом 4",45
124801,Ресторан «ТАНУКИ»,да,ресторан,"город Москва, улица Борисовские Пруды, дом 10",150
114492,Столовая,нет,столовая,"город Москва, улица Подольских Курсантов, дом 26, строение 1",120
76800,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 14",87
131313,KFC,да,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 14",87
84467,Иль Патио Планета Суши,да,ресторан,"город Москва, Каширское шоссе, дом 14",160
84463,Бургер Кинг,да,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 14",87
84465,Крошка Картошка,да,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 14",87
84473,Кафе «Теремок»,да,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 14",86
84474,Каффе «Wokker»,да,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 14",87
84475,Старбакс,да,кафе,"город Москва, Каширское шоссе, дом 14",20
148710,ДОНЕР ХАУС,нет,предприятие быстрого обслуживания,"город Москва, Россошанская улица, дом 1",0
148471,Ресторан «Макдоналдс»,да,предприятие быстрого обслуживания,"город Москва, Липецкая улица, дом 2, корпус 7",98
152898,Фитнес-кафе,нет,кафе,"город Москва, улица Красного Маяка, дом 22, корпус 5",32
132359,Кафе «La Carotte»,нет,кафе,"1-й Нагатинский проезд, дом 10",198
140510,Ресторан «Клюква»,нет,ресторан,"город Москва, 1-й Нагатинский проезд, дом 10, строение 1",100
139983,СушиШоп,да,кафе,"город Москва, Шипиловская улица, дом 36, корпус 1",5
82538,Ресторан Московский,нет,ресторан,"город Москва, Шипиловская улица, дом 36, корпус 1",92
70470,Буфет «Иль Джорно»,нет,буфет,"город Москва, Варшавское шоссе, дом 9, строение 1",7
69680,Кафе «Иль Джорно»,нет,кафе,"город Москва, Варшавское шоссе, дом 9, строение 1",98
79549,Кафе «Мэри Джейн»,нет,кафе,"город Москва, Варшавское шоссе, дом 9, строение 1",90
23641,Буфет «Артекс»,нет,кафе,"город Москва, Варшавское шоссе, дом 9, строение 1",24
26945,Ёрш,да,ресторан,"город Москва, Варшавское шоссе, дом 86",98
27260,Ресторан «ТАНУКИ»,да,ресторан,"город Москва, Варшавское шоссе, дом 86",98
121102,Друзья,нет,ресторан,"город Москва, улица Ленинская Слобода, дом 26",120
152159,Кафе «Шоколадница»,да,кафе,"город Москва, Варшавское шоссе, дом 160",20
73494,Бургер Кинг,да,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 160",70
75207,Семейный ресторан «Космик»,да,кафе,"город Москва, Варшавское шоссе, дом 160",80
73493,Кафе «Шоколадница»,да,кафе,"город Москва, Каширское шоссе, дом 26",60
111093,Кафе «KFC»,да,предприятие быстрого обслуживания,"город Москва, Каширское шоссе, дом 26",24
