,record_id,item_topic,source_topic,age_segment,dt,visits
18848,1059445,Подборки,Семья,18-25,2019-09-24 18:29:00,3
18849,1059446,Подборки,Семья,18-25,2019-09-24 18:31:00,5
18850,1059447,Подборки,Семья,18-25,2019-09-24 18:32:00,3
18851,1059448,Подборки,Семья,18-25,2019-09-24 18:52:00,2
18852,1059449,Подборки,Семья,18-25,2019-09-24 18:53:00,2
18853,1059450,Подборки,Семья,18-25,2019-09-24 18:54:00,5
18854,1059451,Подборки,Семья,18-25,2019-09-24 18:55:00,34
18855,1059452,Подборки,Семья,18-25,2019-09-24 18:56:00,32
18856,1059453,Подборки,Семья,18-25,2019-09-24 18:57:00,45
18857,1059454,Подборки,Семья,18-25,2019-09-24 18:58:00,39
18858,1059455,Подборки,Семья,18-25,2019-09-24 18:59:00,37
18859,1059456,Подборки,Семья,18-25,2019-09-24 19:00:00,5
18860,1059457,Подборки,Семья,26-30,2019-09-24 18:31:00,3
18861,1059458,Подборки,Семья,26-30,2019-09-24 18:34:00,1
18862,1059459,Подборки,Семья,26-30,2019-09-24 18:54:00,1
18863,1059460,Подборки,Семья,26-30,2019-09-24 18:55:00,11
18864,1059461,Подборки,Семья,26-30,2019-09-24 18:56:00,11
18865,1059462,Подборки,Семья,26-30,2019-09-24 18:57:00,12
18866,1059463,Подборки,Семья,26-30,2019-09-24 18:58:00,8
18867,1059464,Подборки,Семья,26-30,2019-09-24 18:59:00,14
18868,1059465,Подборки,Семья,26-30,2019-09-24 19:00:00,4
18869,1059466,Подборки,Семья,31-35,2019-09-24 18:31:00,1
18870,1059467,Подборки,Семья,31-35,2019-09-24 18:32:00,1
18871,1059468,Подборки,Семья,31-35,2019-09-24 18:54:00,5
18872,1059469,Подборки,Семья,31-35,2019-09-24 18:55:00,5
18873,1059470,Подборки,Семья,31-35,2019-09-24 18:56:00,11
18874,1059471,Подборки,Семья,31-35,2019-09-24 18:57:00,18
18875,1059472,Подборки,Семья,31-35,2019-09-24 18:58:00,8
18876,1059473,Подборки,Семья,31-35,2019-09-24 18:59:00,16
18877,1059474,Подборки,Семья,31-35,2019-09-24 19:00:00,4
18878,1059475,Подборки,Семья,36-40,2019-09-24 18:31:00,1
18879,1059476,Подборки,Семья,36-40,2019-09-24 18:54:00,1
18880,1059477,Подборки,Семья,36-40,2019-09-24 18:55:00,9
18881,1059478,Подборки,Семья,36-40,2019-09-24 18:56:00,7
18882,1059479,Подборки,Семья,36-40,2019-09-24 18:57:00,10
18883,1059480,Подборки,Семья,36-40,2019-09-24 18:58:00,8
18884,1059481,Подборки,Семья,36-40,2019-09-24 18:59:00,6
18885,1059482,Подборки,Семья,36-40,2019-09-24 19:00:00,6
18886,1059483,Подборки,Семья,41-45,2019-09-24 18:30:00,1
18887,1059484,Подборки,Семья,41-45,2019-09-24 18:55:00,1
18888,1059485,Подборки,Семья,41-45,2019-09-24 18:56:00,2
18889,1059486,Подборки,Семья,41-45,2019-09-24 18:57:00,4
18890,1059487,Подборки,Семья,41-45,2019-09-24 18:58:00,5
18891,1059488,Подборки,Семья,41-45,2019-09-24 18:59:00,3
18892,1059489,Подборки,Семья,41-45,2019-09-24 19:00:00,1
18893,1059490,Подборки,Семья,45+,2019-09-24 18:55:00,5
18894,1059491,Подборки,Семья,45+,2019-09-24 18:56:00,1
18895,1059492,Подборки,Семья,45+,2019-09-24 18:57:00,4
18896,1059493,Подборки,Семья,45+,2019-09-24 18:58:00,1
18897,1059494,Подборки,Семья,45+,2019-09-24 18:59:00,2
18898,1059495,Подборки,Спорт,18-25,2019-09-24 18:28:00,1
18899,1059496,Подборки,Спорт,18-25,2019-09-24 18:29:00,1
18900,1059497,Подборки,Спорт,18-25,2019-09-24 18:30:00,2
18901,1059498,Подборки,Спорт,18-25,2019-09-24 18:31:00,1
18902,1059499,Подборки,Спорт,18-25,2019-09-24 18:32:00,2
18903,1059500,Подборки,Спорт,18-25,2019-09-24 18:54:00,7
18904,1059501,Подборки,Спорт,18-25,2019-09-24 18:55:00,12
18905,1059502,Подборки,Спорт,18-25,2019-09-24 18:56:00,22
18906,1059503,Подборки,Спорт,18-25,2019-09-24 18:57:00,19
18907,1059504,Подборки,Спорт,18-25,2019-09-24 18:58:00,27
18908,1059505,Подборки,Спорт,18-25,2019-09-24 18:59:00,15
18909,1059506,Подборки,Спорт,18-25,2019-09-24 19:00:00,8
18910,1059507,Подборки,Спорт,26-30,2019-09-24 18:30:00,1
18911,1059508,Подборки,Спорт,26-30,2019-09-24 18:33:00,1
18912,1059509,Подборки,Спорт,26-30,2019-09-24 18:54:00,1
18913,1059510,Подборки,Спорт,26-30,2019-09-24 18:55:00,6
18914,1059511,Подборки,Спорт,26-30,2019-09-24 18:56:00,9
18915,1059512,Подборки,Спорт,26-30,2019-09-24 18:57:00,9
18916,1059513,Подборки,Спорт,26-30,2019-09-24 18:58:00,15
18917,1059514,Подборки,Спорт,26-30,2019-09-24 18:59:00,12
18918,1059515,Подборки,Спорт,26-30,2019-09-24 19:00:00,2
18919,1059516,Подборки,Спорт,31-35,2019-09-24 18:30:00,1
18920,1059517,Подборки,Спорт,31-35,2019-09-24 18:31:00,2
18921,1059518,Подборки,Спорт,31-35,2019-09-24 18:55:00,5
18922,1059519,Подборки,Спорт,31-35,2019-09-24 18:56:00,8
18923,1059520,Подборки,Спорт,31-35,2019-09-24 18:57:00,9
18924,1059521,Подборки,Спорт,31-35,2019-09-24 18:58:00,7
18925,1059522,Подборки,Спорт,31-35,2019-09-24 18:59:00,8
18926,1059523,Подборки,Спорт,31-35,2019-09-24 19:00:00,3
18927,1059524,Подборки,Спорт,36-40,2019-09-24 18:30:00,1
18928,1059525,Подборки,Спорт,36-40,2019-09-24 18:31:00,1
18929,1059526,Подборки,Спорт,36-40,2019-09-24 18:32:00,2
18930,1059527,Подборки,Спорт,36-40,2019-09-24 18:33:00,2
18931,1059528,Подборки,Спорт,36-40,2019-09-24 18:53:00,1
18932,1059529,Подборки,Спорт,36-40,2019-09-24 18:54:00,2
18933,1059530,Подборки,Спорт,36-40,2019-09-24 18:55:00,2
18934,1059531,Подборки,Спорт,36-40,2019-09-24 18:56:00,9
18935,1059532,Подборки,Спорт,36-40,2019-09-24 18:57:00,10
18936,1059533,Подборки,Спорт,36-40,2019-09-24 18:58:00,4
18937,1059534,Подборки,Спорт,36-40,2019-09-24 18:59:00,6
18938,1059535,Подборки,Спорт,36-40,2019-09-24 19:00:00,2
18939,1059536,Подборки,Спорт,41-45,2019-09-24 18:55:00,3
18940,1059537,Подборки,Спорт,41-45,2019-09-24 18:56:00,4
18941,1059538,Подборки,Спорт,41-45,2019-09-24 18:57:00,4
18942,1059539,Подборки,Спорт,41-45,2019-09-24 18:58:00,2
18943,1059540,Подборки,Спорт,41-45,2019-09-24 18:59:00,2
18944,1059541,Подборки,Спорт,41-45,2019-09-24 19:00:00,1
18945,1059542,Подборки,Спорт,45+,2019-09-24 18:56:00,1
18946,1059543,Подборки,Спорт,45+,2019-09-24 18:57:00,2
18947,1059544,Подборки,Спорт,45+,2019-09-24 18:58:00,3
18948,1059545,Подборки,Строительство,18-25,2019-09-24 18:28:00,1
18949,1059546,Подборки,Строительство,18-25,2019-09-24 18:29:00,2
18950,1059547,Подборки,Строительство,18-25,2019-09-24 18:33:00,1
18951,1059548,Подборки,Строительство,18-25,2019-09-24 18:34:00,1
18952,1059549,Подборки,Строительство,18-25,2019-09-24 18:35:00,2
18953,1059550,Подборки,Строительство,18-25,2019-09-24 18:52:00,2
18954,1059551,Подборки,Строительство,18-25,2019-09-24 18:53:00,1
18955,1059552,Подборки,Строительство,18-25,2019-09-24 18:54:00,6
18956,1059553,Подборки,Строительство,18-25,2019-09-24 18:55:00,26
18957,1059554,Подборки,Строительство,18-25,2019-09-24 18:56:00,33
18958,1059555,Подборки,Строительство,18-25,2019-09-24 18:57:00,31
18959,1059556,Подборки,Строительство,18-25,2019-09-24 18:58:00,30
18960,1059557,Подборки,Строительство,18-25,2019-09-24 18:59:00,27
18961,1059558,Подборки,Строительство,18-25,2019-09-24 19:00:00,16
18962,1059559,Подборки,Строительство,26-30,2019-09-24 18:28:00,1
18963,1059560,Подборки,Строительство,26-30,2019-09-24 18:30:00,1
18964,1059561,Подборки,Строительство,26-30,2019-09-24 18:31:00,1
18965,1059562,Подборки,Строительство,26-30,2019-09-24 18:32:00,1
18966,1059563,Подборки,Строительство,26-30,2019-09-24 18:54:00,4
18967,1059564,Подборки,Строительство,26-30,2019-09-24 18:55:00,13
18968,1059565,Подборки,Строительство,26-30,2019-09-24 18:56:00,13
18969,1059566,Подборки,Строительство,26-30,2019-09-24 18:57:00,13
18970,1059567,Подборки,Строительство,26-30,2019-09-24 18:58:00,14
18971,1059568,Подборки,Строительство,26-30,2019-09-24 18:59:00,7
18972,1059569,Подборки,Строительство,26-30,2019-09-24 19:00:00,6
18973,1059570,Подборки,Строительство,31-35,2019-09-24 18:31:00,1
18974,1059571,Подборки,Строительство,31-35,2019-09-24 18:54:00,3
18975,1059572,Подборки,Строительство,31-35,2019-09-24 18:55:00,8
18976,1059573,Подборки,Строительство,31-35,2019-09-24 18:56:00,5
18977,1059574,Подборки,Строительство,31-35,2019-09-24 18:57:00,13
18978,1059575,Подборки,Строительство,31-35,2019-09-24 18:58:00,7
18979,1059576,Подборки,Строительство,31-35,2019-09-24 18:59:00,10
18980,1059577,Подборки,Строительство,31-35,2019-09-24 19:00:00,1
18981,1059578,Подборки,Строительство,36-40,2019-09-24 18:54:00,1
18982,1059579,Подборки,Строительство,36-40,2019-09-24 18:55:00,1
18983,1059580,Подборки,Строительство,36-40,2019-09-24 18:56:00,2
18984,1059581,Подборки,Строительство,36-40,2019-09-24 18:57:00,3
18985,1059582,Подборки,Строительство,36-40,2019-09-24 18:58:00,8
18986,1059583,Подборки,Строительство,36-40,2019-09-24 18:59:00,7
18987,1059584,Подборки,Строительство,36-40,2019-09-24 19:00:00,3
18988,1059585,Подборки,Строительство,41-45,2019-09-24 18:32:00,1
18989,1059586,Подборки,Строительство,41-45,2019-09-24 18:54:00,1
18990,1059587,Подборки,Строительство,41-45,2019-09-24 18:55:00,1
18991,1059588,Подборки,Строительство,41-45,2019-09-24 18:56:00,4
18992,1059589,Подборки,Строительство,41-45,2019-09-24 18:57:00,3
18993,1059590,Подборки,Строительство,41-45,2019-09-24 18:58:00,4
18994,1059591,Подборки,Строительство,41-45,2019-09-24 18:59:00,4
18995,1059592,Подборки,Строительство,41-45,2019-09-24 19:00:00,1
18996,1059593,Подборки,Строительство,45+,2019-09-24 18:55:00,5
18997,1059594,Подборки,Строительство,45+,2019-09-24 18:56:00,5
18998,1059595,Подборки,Строительство,45+,2019-09-24 18:57:00,3
18999,1059596,Подборки,Строительство,45+,2019-09-24 18:58:00,1
19000,1059597,Подборки,Строительство,45+,2019-09-24 18:59:00,2
19001,1059598,Подборки,Технологии,18-25,2019-09-24 18:29:00,1
19002,1059599,Подборки,Технологии,18-25,2019-09-24 18:30:00,3
19003,1059600,Подборки,Технологии,18-25,2019-09-24 18:31:00,2
19004,1059601,Подборки,Технологии,18-25,2019-09-24 18:32:00,1
19005,1059602,Подборки,Технологии,18-25,2019-09-24 18:34:00,2
19006,1059603,Подборки,Технологии,18-25,2019-09-24 18:53:00,1
19007,1059604,Подборки,Технологии,18-25,2019-09-24 18:54:00,9
19008,1059605,Подборки,Технологии,18-25,2019-09-24 18:55:00,20
19009,1059606,Подборки,Технологии,18-25,2019-09-24 18:56:00,30
19010,1059607,Подборки,Технологии,18-25,2019-09-24 18:57:00,32
19011,1059608,Подборки,Технологии,18-25,2019-09-24 18:58:00,30
19012,1059609,Подборки,Технологии,18-25,2019-09-24 18:59:00,35
19013,1059610,Подборки,Технологии,18-25,2019-09-24 19:00:00,8
19014,1059611,Подборки,Технологии,26-30,2019-09-24 18:29:00,1
19015,1059612,Подборки,Технологии,26-30,2019-09-24 18:32:00,2
19016,1059613,Подборки,Технологии,26-30,2019-09-24 18:35:00,1
19017,1059614,Подборки,Технологии,26-30,2019-09-24 18:54:00,6
19018,1059615,Подборки,Технологии,26-30,2019-09-24 18:55:00,8
19019,1059616,Подборки,Технологии,26-30,2019-09-24 18:56:00,18
19020,1059617,Подборки,Технологии,26-30,2019-09-24 18:57:00,17
19021,1059618,Подборки,Технологии,26-30,2019-09-24 18:58:00,18
19022,1059619,Подборки,Технологии,26-30,2019-09-24 18:59:00,19
19023,1059620,Подборки,Технологии,26-30,2019-09-24 19:00:00,5
19024,1059621,Подборки,Технологии,31-35,2019-09-24 18:29:00,1
19025,1059622,Подборки,Технологии,31-35,2019-09-24 18:30:00,1
19026,1059623,Подборки,Технологии,31-35,2019-09-24 18:31:00,1
19027,1059624,Подборки,Технологии,31-35,2019-09-24 18:32:00,1
19028,1059625,Подборки,Технологии,31-35,2019-09-24 18:52:00,1
19029,1059626,Подборки,Технологии,31-35,2019-09-24 18:54:00,4
19030,1059627,Подборки,Технологии,31-35,2019-09-24 18:55:00,7
19031,1059628,Подборки,Технологии,31-35,2019-09-24 18:56:00,15
19032,1059629,Подборки,Технологии,31-35,2019-09-24 18:57:00,18
19033,1059630,Подборки,Технологии,31-35,2019-09-24 18:58:00,12
19034,1059631,Подборки,Технологии,31-35,2019-09-24 18:59:00,13
19035,1059632,Подборки,Технологии,31-35,2019-09-24 19:00:00,3
19036,1059633,Подборки,Технологии,36-40,2019-09-24 18:54:00,3
19037,1059634,Подборки,Технологии,36-40,2019-09-24 18:55:00,2
19038,1059635,Подборки,Технологии,36-40,2019-09-24 18:56:00,16
19039,1059636,Подборки,Технологии,36-40,2019-09-24 18:57:00,8
19040,1059637,Подборки,Технологии,36-40,2019-09-24 18:58:00,12
19041,1059638,Подборки,Технологии,36-40,2019-09-24 18:59:00,8
19042,1059639,Подборки,Технологии,36-40,2019-09-24 19:00:00,2
19043,1059640,Подборки,Технологии,41-45,2019-09-24 18:28:00,1
19044,1059641,Подборки,Технологии,41-45,2019-09-24 18:31:00,1
19045,1059642,Подборки,Технологии,41-45,2019-09-24 18:34:00,1
19046,1059643,Подборки,Технологии,41-45,2019-09-24 18:53:00,1
19047,1059644,Подборки,Технологии,41-45,2019-09-24 18:54:00,2
19048,1059645,Подборки,Технологии,41-45,2019-09-24 18:55:00,1
19049,1059646,Подборки,Технологии,41-45,2019-09-24 18:56:00,6
19050,1059647,Подборки,Технологии,41-45,2019-09-24 18:57:00,1
19051,1059648,Подборки,Технологии,41-45,2019-09-24 18:58:00,5
19052,1059649,Подборки,Технологии,41-45,2019-09-24 18:59:00,5
19053,1059650,Подборки,Технологии,41-45,2019-09-24 19:00:00,4
19054,1059651,Подборки,Технологии,45+,2019-09-24 18:30:00,1
19055,1059652,Подборки,Технологии,45+,2019-09-24 18:56:00,1
19056,1059653,Подборки,Технологии,45+,2019-09-24 18:57:00,5
19057,1059654,Подборки,Технологии,45+,2019-09-24 18:58:00,5
19058,1059655,Подборки,Технологии,45+,2019-09-24 18:59:00,3
19059,1059656,Подборки,Финансы,18-25,2019-09-24 18:56:00,2
19060,1059657,Подборки,Финансы,18-25,2019-09-24 18:58:00,3
19061,1059658,Подборки,Финансы,18-25,2019-09-24 18:59:00,1
19062,1059659,Подборки,Финансы,18-25,2019-09-24 19:00:00,1
19063,1059660,Подборки,Финансы,26-30,2019-09-24 18:55:00,1
19064,1059661,Подборки,Финансы,26-30,2019-09-24 18:56:00,5
19065,1059662,Подборки,Финансы,26-30,2019-09-24 18:58:00,1
19066,1059663,Подборки,Финансы,26-30,2019-09-24 18:59:00,1
19067,1059664,Подборки,Финансы,31-35,2019-09-24 18:55:00,1
19068,1059665,Подборки,Финансы,31-35,2019-09-24 18:56:00,3
19069,1059666,Подборки,Финансы,36-40,2019-09-24 18:55:00,1
19070,1059667,Подборки,Финансы,36-40,2019-09-24 18:59:00,2
19071,1059668,Подборки,Финансы,41-45,2019-09-24 18:58:00,1
19072,1059669,Подборки,Финансы,41-45,2019-09-24 19:00:00,1
19073,1059670,Подборки,Финансы,45+,2019-09-24 18:54:00,1
19074,1059671,Подборки,Финансы,45+,2019-09-24 18:56:00,1
19075,1059672,Полезные советы,Авто,18-25,2019-09-24 18:29:00,1
19076,1059673,Полезные советы,Авто,18-25,2019-09-24 18:30:00,2
19077,1059674,Полезные советы,Авто,18-25,2019-09-24 18:32:00,3
19078,1059675,Полезные советы,Авто,18-25,2019-09-24 18:33:00,1
19079,1059676,Полезные советы,Авто,18-25,2019-09-24 18:34:00,3
19080,1059677,Полезные советы,Авто,18-25,2019-09-24 18:52:00,2
19081,1059678,Полезные советы,Авто,18-25,2019-09-24 18:53:00,2
19082,1059679,Полезные советы,Авто,18-25,2019-09-24 18:54:00,13
19083,1059680,Полезные советы,Авто,18-25,2019-09-24 18:55:00,22
19084,1059681,Полезные советы,Авто,18-25,2019-09-24 18:56:00,47
19085,1059682,Полезные советы,Авто,18-25,2019-09-24 18:57:00,44
19086,1059683,Полезные советы,Авто,18-25,2019-09-24 18:58:00,54
19087,1059684,Полезные советы,Авто,18-25,2019-09-24 18:59:00,40
19088,1059685,Полезные советы,Авто,18-25,2019-09-24 19:00:00,20
19089,1059686,Полезные советы,Авто,26-30,2019-09-24 18:30:00,2
19090,1059687,Полезные советы,Авто,26-30,2019-09-24 18:31:00,7
19091,1059688,Полезные советы,Авто,26-30,2019-09-24 18:32:00,2
19092,1059689,Полезные советы,Авто,26-30,2019-09-24 18:33:00,1
19093,1059690,Полезные советы,Авто,26-30,2019-09-24 18:34:00,1
19094,1059691,Полезные советы,Авто,26-30,2019-09-24 18:54:00,11
19095,1059692,Полезные советы,Авто,26-30,2019-09-24 18:55:00,19
19096,1059693,Полезные советы,Авто,26-30,2019-09-24 18:56:00,25
19097,1059694,Полезные советы,Авто,26-30,2019-09-24 18:57:00,34
19098,1059695,Полезные советы,Авто,26-30,2019-09-24 18:58:00,45
19099,1059696,Полезные советы,Авто,26-30,2019-09-24 18:59:00,30
19100,1059697,Полезные советы,Авто,26-30,2019-09-24 19:00:00,9
19101,1059698,Полезные советы,Авто,31-35,2019-09-24 18:29:00,1
19102,1059699,Полезные советы,Авто,31-35,2019-09-24 18:31:00,1
19103,1059700,Полезные советы,Авто,31-35,2019-09-24 18:33:00,2
19104,1059701,Полезные советы,Авто,31-35,2019-09-24 18:35:00,1
19105,1059702,Полезные советы,Авто,31-35,2019-09-24 18:52:00,1
19106,1059703,Полезные советы,Авто,31-35,2019-09-24 18:53:00,1
19107,1059704,Полезные советы,Авто,31-35,2019-09-24 18:54:00,3
19108,1059705,Полезные советы,Авто,31-35,2019-09-24 18:55:00,16
19109,1059706,Полезные советы,Авто,31-35,2019-09-24 18:56:00,17
19110,1059707,Полезные советы,Авто,31-35,2019-09-24 18:57:00,38
19111,1059708,Полезные советы,Авто,31-35,2019-09-24 18:58:00,26
19112,1059709,Полезные советы,Авто,31-35,2019-09-24 18:59:00,13
19113,1059710,Полезные советы,Авто,31-35,2019-09-24 19:00:00,11
19114,1059711,Полезные советы,Авто,36-40,2019-09-24 18:28:00,1
19115,1059712,Полезные советы,Авто,36-40,2019-09-24 18:30:00,1
19116,1059713,Полезные советы,Авто,36-40,2019-09-24 18:31:00,1
19117,1059714,Полезные советы,Авто,36-40,2019-09-24 18:32:00,1
19118,1059715,Полезные советы,Авто,36-40,2019-09-24 18:33:00,2
19119,1059716,Полезные советы,Авто,36-40,2019-09-24 18:53:00,1
19120,1059717,Полезные советы,Авто,36-40,2019-09-24 18:54:00,7
19121,1059718,Полезные советы,Авто,36-40,2019-09-24 18:55:00,4
19122,1059719,Полезные советы,Авто,36-40,2019-09-24 18:56:00,24
19123,1059720,Полезные советы,Авто,36-40,2019-09-24 18:57:00,19
19124,1059721,Полезные советы,Авто,36-40,2019-09-24 18:58:00,18
19125,1059722,Полезные советы,Авто,36-40,2019-09-24 18:59:00,13
19126,1059723,Полезные советы,Авто,36-40,2019-09-24 19:00:00,5
19127,1059724,Полезные советы,Авто,41-45,2019-09-24 18:32:00,1
19128,1059725,Полезные советы,Авто,41-45,2019-09-24 18:52:00,1
19129,1059726,Полезные советы,Авто,41-45,2019-09-24 18:53:00,1
19130,1059727,Полезные советы,Авто,41-45,2019-09-24 18:54:00,1
19131,1059728,Полезные советы,Авто,41-45,2019-09-24 18:55:00,3
19132,1059729,Полезные советы,Авто,41-45,2019-09-24 18:56:00,4
19133,1059730,Полезные советы,Авто,41-45,2019-09-24 18:57:00,11
19134,1059731,Полезные советы,Авто,41-45,2019-09-24 18:58:00,14
19135,1059732,Полезные советы,Авто,41-45,2019-09-24 18:59:00,7
19136,1059733,Полезные советы,Авто,41-45,2019-09-24 19:00:00,3
19137,1059734,Полезные советы,Авто,45+,2019-09-24 18:30:00,3
19138,1059735,Полезные советы,Авто,45+,2019-09-24 18:54:00,6
19139,1059736,Полезные советы,Авто,45+,2019-09-24 18:55:00,3
19140,1059737,Полезные советы,Авто,45+,2019-09-24 18:56:00,4
19141,1059738,Полезные советы,Авто,45+,2019-09-24 18:57:00,7
19142,1059739,Полезные советы,Авто,45+,2019-09-24 18:58:00,7
19143,1059740,Полезные советы,Авто,45+,2019-09-24 18:59:00,3
19144,1059741,Полезные советы,Авто,45+,2019-09-24 19:00:00,2
19145,1059742,Полезные советы,Деньги,18-25,2019-09-24 18:29:00,2
19146,1059743,Полезные советы,Деньги,18-25,2019-09-24 18:30:00,4
19147,1059744,Полезные советы,Деньги,18-25,2019-09-24 18:31:00,2
19148,1059745,Полезные советы,Деньги,18-25,2019-09-24 18:32:00,1
19149,1059746,Полезные советы,Деньги,18-25,2019-09-24 18:33:00,2
19150,1059747,Полезные советы,Деньги,18-25,2019-09-24 18:34:00,1
19151,1059748,Полезные советы,Деньги,18-25,2019-09-24 18:53:00,2
19152,1059749,Полезные советы,Деньги,18-25,2019-09-24 18:54:00,9
19153,1059750,Полезные советы,Деньги,18-25,2019-09-24 18:55:00,17
19154,1059751,Полезные советы,Деньги,18-25,2019-09-24 18:56:00,34
19155,1059752,Полезные советы,Деньги,18-25,2019-09-24 18:57:00,46
19156,1059753,Полезные советы,Деньги,18-25,2019-09-24 18:58:00,53
19157,1059754,Полезные советы,Деньги,18-25,2019-09-24 18:59:00,43
19158,1059755,Полезные советы,Деньги,18-25,2019-09-24 19:00:00,13
19159,1059756,Полезные советы,Деньги,26-30,2019-09-24 18:30:00,3
19160,1059757,Полезные советы,Деньги,26-30,2019-09-24 18:31:00,2
19161,1059758,Полезные советы,Деньги,26-30,2019-09-24 18:33:00,2
19162,1059759,Полезные советы,Деньги,26-30,2019-09-24 18:52:00,2
19163,1059760,Полезные советы,Деньги,26-30,2019-09-24 18:53:00,2
19164,1059761,Полезные советы,Деньги,26-30,2019-09-24 18:54:00,13
19165,1059762,Полезные советы,Деньги,26-30,2019-09-24 18:55:00,27
19166,1059763,Полезные советы,Деньги,26-30,2019-09-24 18:56:00,41
19167,1059764,Полезные советы,Деньги,26-30,2019-09-24 18:57:00,41
19168,1059765,Полезные советы,Деньги,26-30,2019-09-24 18:58:00,53
19169,1059766,Полезные советы,Деньги,26-30,2019-09-24 18:59:00,48
19170,1059767,Полезные советы,Деньги,26-30,2019-09-24 19:00:00,16
19171,1059768,Полезные советы,Деньги,31-35,2019-09-24 18:29:00,4
19172,1059769,Полезные советы,Деньги,31-35,2019-09-24 18:30:00,3
19173,1059770,Полезные советы,Деньги,31-35,2019-09-24 18:31:00,3
19174,1059771,Полезные советы,Деньги,31-35,2019-09-24 18:32:00,2
19175,1059772,Полезные советы,Деньги,31-35,2019-09-24 18:34:00,1
19176,1059773,Полезные советы,Деньги,31-35,2019-09-24 18:53:00,1
19177,1059774,Полезные советы,Деньги,31-35,2019-09-24 18:54:00,8
19178,1059775,Полезные советы,Деньги,31-35,2019-09-24 18:55:00,25
19179,1059776,Полезные советы,Деньги,31-35,2019-09-24 18:56:00,36
19180,1059777,Полезные советы,Деньги,31-35,2019-09-24 18:57:00,49
19181,1059778,Полезные советы,Деньги,31-35,2019-09-24 18:58:00,40
19182,1059779,Полезные советы,Деньги,31-35,2019-09-24 18:59:00,39
19183,1059780,Полезные советы,Деньги,31-35,2019-09-24 19:00:00,10
19184,1059781,Полезные советы,Деньги,36-40,2019-09-24 18:29:00,1
19185,1059782,Полезные советы,Деньги,36-40,2019-09-24 18:30:00,2
19186,1059783,Полезные советы,Деньги,36-40,2019-09-24 18:33:00,1
19187,1059784,Полезные советы,Деньги,36-40,2019-09-24 18:54:00,6
19188,1059785,Полезные советы,Деньги,36-40,2019-09-24 18:55:00,16
19189,1059786,Полезные советы,Деньги,36-40,2019-09-24 18:56:00,23
19190,1059787,Полезные советы,Деньги,36-40,2019-09-24 18:57:00,28
19191,1059788,Полезные советы,Деньги,36-40,2019-09-24 18:58:00,30
19192,1059789,Полезные советы,Деньги,36-40,2019-09-24 18:59:00,19
19193,1059790,Полезные советы,Деньги,36-40,2019-09-24 19:00:00,9
19194,1059791,Полезные советы,Деньги,41-45,2019-09-24 18:29:00,1
19195,1059792,Полезные советы,Деньги,41-45,2019-09-24 18:30:00,2
19196,1059793,Полезные советы,Деньги,41-45,2019-09-24 18:32:00,2
19197,1059794,Полезные советы,Деньги,41-45,2019-09-24 18:54:00,3
19198,1059795,Полезные советы,Деньги,41-45,2019-09-24 18:55:00,3
19199,1059796,Полезные советы,Деньги,41-45,2019-09-24 18:56:00,12
19200,1059797,Полезные советы,Деньги,41-45,2019-09-24 18:57:00,14
19201,1059798,Полезные советы,Деньги,41-45,2019-09-24 18:58:00,7
19202,1059799,Полезные советы,Деньги,41-45,2019-09-24 18:59:00,11
19203,1059800,Полезные советы,Деньги,41-45,2019-09-24 19:00:00,3
19204,1059801,Полезные советы,Деньги,45+,2019-09-24 18:53:00,1
19205,1059802,Полезные советы,Деньги,45+,2019-09-24 18:55:00,3
19206,1059803,Полезные советы,Деньги,45+,2019-09-24 18:56:00,6
19207,1059804,Полезные советы,Деньги,45+,2019-09-24 18:57:00,4
19208,1059805,Полезные советы,Деньги,45+,2019-09-24 18:58:00,7
19209,1059806,Полезные советы,Деньги,45+,2019-09-24 18:59:00,2
19210,1059807,Полезные советы,Дети,18-25,2019-09-24 18:28:00,2
19211,1059808,Полезные советы,Дети,18-25,2019-09-24 18:29:00,2
19212,1059809,Полезные советы,Дети,18-25,2019-09-24 18:30:00,3
19213,1059810,Полезные советы,Дети,18-25,2019-09-24 18:32:00,6
19214,1059811,Полезные советы,Дети,18-25,2019-09-24 18:33:00,1
19215,1059812,Полезные советы,Дети,18-25,2019-09-24 18:35:00,1
19216,1059813,Полезные советы,Дети,18-25,2019-09-24 18:52:00,1
19217,1059814,Полезные советы,Дети,18-25,2019-09-24 18:53:00,1
19218,1059815,Полезные советы,Дети,18-25,2019-09-24 18:54:00,12
19219,1059816,Полезные советы,Дети,18-25,2019-09-24 18:55:00,35
19220,1059817,Полезные советы,Дети,18-25,2019-09-24 18:56:00,46
19221,1059818,Полезные советы,Дети,18-25,2019-09-24 18:57:00,52
19222,1059819,Полезные советы,Дети,18-25,2019-09-24 18:58:00,56
19223,1059820,Полезные советы,Дети,18-25,2019-09-24 18:59:00,47
19224,1059821,Полезные советы,Дети,18-25,2019-09-24 19:00:00,13
19225,1059822,Полезные советы,Дети,26-30,2019-09-24 18:30:00,1
19226,1059823,Полезные советы,Дети,26-30,2019-09-24 18:33:00,1
19227,1059824,Полезные советы,Дети,26-30,2019-09-24 18:53:00,1
19228,1059825,Полезные советы,Дети,26-30,2019-09-24 18:54:00,3
19229,1059826,Полезные советы,Дети,26-30,2019-09-24 18:55:00,12
19230,1059827,Полезные советы,Дети,26-30,2019-09-24 18:56:00,30
19231,1059828,Полезные советы,Дети,26-30,2019-09-24 18:57:00,29
